;;;;;;;;;;Daily report lt 55 zone ABCD;;;;;;;Printed Date 2021/12/21(Tue);;;1
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 55 Zone A;kWh WBP 55 Zone A;kWh LWBP 55 Zone A;kWh total 55 Zone B;kWh WBP 55 Zone B;kWh LWBP 55 Zone B;kWh total 55 Zone C;kWh WBP 55 Zone C;kWh LWBP 55 Zone C;kWh total 55 Zone D;kWh WBP 55 Zone D;kWh LWBP 55 Zone D;kW Total 55 Zone A;;;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kW;;;;;
43;20/12/2021;17:00;1.7;0.0;1.8;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.2;;;
43;20/12/2021;18:00;1.7;0.0;1.7;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.2;0.0;0.2;;;
43;20/12/2021;19:00;1.5;1.9;0.3;0.1;0.1;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.1;0.1;;;
43;20/12/2021;20:00;1.5;2.9;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.2;0.3;0.0;;;
43;20/12/2021;21:00;1.5;2.9;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;;;
43;20/12/2021;22:00;1.5;3.0;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.2;0.2;0.0;;;
43;20/12/2021;23:00;1.2;0.9;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.3;0.0;0.1;;;
43;20/12/2021;00:00;1.3;0.0;1.3;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.2;;;
43;20/12/2021;Daily Total;33.8;11.6;27.9;1.3;0.3;1.0;0.9;0.2;0.7;0.8;0.2;0.7;5.3;0.8;4.4;;;
43;20/12/2021;Daily Maximum;1.7;3.0;1.8;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.3;0.3;;;
43;20/12/2021;Daily Minimum;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;;;
43;20/12/2021;Daily Average;1.4;0.5;1.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2;;;
43;20/12/2021;Monthly Total;645.5;226.2;524.0;26.3;4.6;21.7;16.0;2.7;13.2;15.5;2.7;12.9;118.8;19.7;98.9;;;
43;20/12/2021;Monthly Maximum;36.1;11.8;29.8;1.4;0.3;1.2;1.0;0.2;0.8;0.9;0.2;0.8;6.5;1.1;5.4;;;
43;20/12/2021;Monthly Minimum;25.3;11.0;19.6;1.2;0.2;1.0;0.7;0.1;0.6;0.7;0.1;0.5;5.0;0.8;4.2;;;
43;20/12/2021;Monthly Average;32.3;11.3;26.2;1.3;0.2;1.1;0.8;0.1;0.7;0.8;0.1;0.6;5.9;1.0;4.9;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 21 Zone FGHIJ;;;;;;;Printed Date 2021/12/21(Tue);;;44
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 21 Zone F;kWh WBP 21 Zone F;kWh LWBP 21 Zone F;kWh total 21 Zone G;kWh WBP 21 Zone G;kWh LWBP 21 Zone G;kWh total 21 Zone H;kWh WBP 21 Zone H;kWh LWBP 21 Zone H;kWh total 21 Zone I;kWh WBP 21 Zone I;kWh LWBP 21 Zone I;kWh total 21 Zone J;kWh WBP 21 Zone J;kWh LWBP 21 Zone J;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;
44;20/12/2021;01:00;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;02:00;0.0;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.1;******;******;******;;;
44;20/12/2021;03:00;0.1;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.1;0.1;0.0;0.0;******;******;******;;;
44;20/12/2021;04:00;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;05:00;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.1;******;******;******;;;
44;20/12/2021;06:00;0.0;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;07:00;0.1;0.0;0.1;0.0;0.0;0.0;0.2;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;08:00;0.1;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;09:00;0.1;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.1;0.1;0.0;0.1;******;******;******;;;
44;20/12/2021;10:00;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;11:00;0.1;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;12:00;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;13:00;0.1;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.1;******;******;******;;;
44;20/12/2021;14:00;0.1;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;15:00;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;16:00;0.1;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.1;******;******;******;;;
44;20/12/2021;17:00;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.1;0.1;0.0;0.0;******;******;******;;;
44;20/12/2021;18:00;0.1;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;19:00;0.1;0.1;0.0;0.1;0.0;0.0;0.1;0.1;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;20:00;0.1;0.1;0.0;0.0;0.1;0.0;0.1;0.1;0.0;0.1;0.1;0.0;******;******;******;;;
44;20/12/2021;21:00;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;22:00;0.1;0.1;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;23:00;0.1;0.0;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.1;0.0;0.1;******;******;******;;;
44;20/12/2021;00:00;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;Daily Total;1.9;0.3;1.5;0.8;0.2;0.7;2.3;0.4;2.0;0.7;0.1;0.6;******;******;******;;;
44;20/12/2021;Daily Maximum;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;******;******;******;;;
44;20/12/2021;Daily Minimum;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;Daily Average;0.1;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;******;******;******;;;
44;20/12/2021;Monthly Total;36.4;6.0;30.3;16.5;2.7;13.9;44.6;7.5;37.1;15.9;2.7;13.2;******;******;******;;;
44;20/12/2021;Monthly Maximum;1.9;0.3;1.6;0.9;0.2;0.8;2.3;0.4;2.0;0.9;0.2;0.8;******;******;******;;;
44;20/12/2021;Monthly Minimum;1.7;0.3;1.4;0.7;0.1;0.6;2.1;0.3;1.8;0.7;0.1;0.6;******;******;******;;;
44;20/12/2021;Monthly Average;1.8;0.3;1.5;0.8;0.1;0.7;2.2;0.4;1.9;0.8;0.1;0.7;******;******;******;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 21 Zone K;;;;;;;Printed Date 2021/12/21(Tue);;;45
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 21 Zone K;kWh WBP 21 Zone K;kWh LWBP 21 Zone K;;;;;;;;;;;;;;;
Page No.;Date;Time;kWh;kWh;kWh;;;;;;;;;;;;;;;
45;20/12/2021;01:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;02:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;03:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;04:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;05:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;06:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;07:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;08:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;09:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;10:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;11:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;12:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;13:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;14:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;15:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;16:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;17:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;18:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;19:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;20:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;21:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;22:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;23:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;00:00;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;Daily Total;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;Daily Maximum;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;Daily Minimum;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;Daily Average;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;Monthly Total;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;Monthly Maximum;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;Monthly Minimum;******;******;******;;;;;;;;;;;;;;;
45;20/12/2021;Monthly Average;******;******;******;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 20 Zone ABCDE;;;;;;;Printed Date 2021/12/21(Tue);;;46
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 20 Zone A;kWh WBP 20 Zone A;kWh LWBP 20 Zone A;kWh total 20 Zone B;kWh WBP 20 Zone B;kWh LWBP 20 Zone B;kWh total 20 Zone C;kWh WBP 20 Zone C;kWh LWBP 20 Zone C;kWh total 20 Zone D;kWh WBP 20 Zone D;kWh LWBP 20 Zone D;kWh total 20 Zone E;kWh WBP 20 Zone E;kWh LWBP 20 Zone E;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;
46;20/12/2021;01:00;1.2;0.0;1.2;0.0;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.1;;;
46;20/12/2021;02:00;1.2;0.0;1.1;0.1;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.0;;;
46;20/12/2021;03:00;1.2;0.0;1.2;0.1;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.1;0.1;0.0;0.1;;;
46;20/12/2021;04:00;1.3;0.0;1.4;0.1;0.0;0.0;0.1;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.1;;;
46;20/12/2021;05:00;1.2;0.0;1.1;0.1;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.1;;;
46;20/12/2021;06:00;1.3;0.0;1.4;0.1;0.0;0.1;0.1;0.0;0.1;0.2;0.0;0.2;0.1;0.0;0.0;;;
46;20/12/2021;07:00;1.6;0.0;1.5;9.6;0.0;9.7;0.0;0.0;0.1;0.2;0.0;0.2;0.0;0.0;0.1;;;
46;20/12/2021;08:00;1.8;0.0;1.9;12.5;0.0;12.5;8.0;0.0;8.0;8.1;0.0;8.1;6.9;0.0;6.9;;;
46;20/12/2021;09:00;1.9;0.0;1.9;10.0;0.0;10.0;7.9;0.0;7.9;6.4;0.0;6.4;7.5;0.0;7.5;;;
46;20/12/2021;10:00;1.9;0.0;1.8;4.0;0.0;3.9;5.8;0.0;5.7;4.5;0.0;4.5;7.2;0.0;7.1;;;
46;20/12/2021;11:00;1.8;0.0;1.9;9.2;0.0;9.2;4.6;0.0;4.6;5.3;0.0;5.3;7.0;0.0;7.0;;;
46;20/12/2021;12:00;1.9;0.0;1.9;9.1;0.0;9.0;5.2;0.0;5.2;7.5;0.0;7.4;7.4;0.0;7.3;;;
46;20/12/2021;13:00;1.9;0.0;1.8;16.2;0.0;16.5;3.8;0.0;3.9;5.7;0.0;5.8;6.7;0.0;6.9;;;
46;20/12/2021;14:00;1.9;0.0;1.9;13.5;0.0;13.4;2.9;0.0;2.9;3.2;0.0;3.2;5.7;0.0;5.7;;;
46;20/12/2021;15:00;1.8;0.0;1.9;13.3;0.0;13.4;2.9;0.0;2.9;3.3;0.0;3.3;7.0;0.0;7.0;;;
46;20/12/2021;16:00;1.9;0.0;1.9;11.4;0.0;11.3;2.9;0.0;2.9;3.3;0.0;3.4;6.7;0.0;6.7;;;
46;20/12/2021;17:00;1.9;0.0;1.8;10.6;0.0;10.6;2.8;0.0;2.7;3.6;0.0;3.5;5.1;0.0;5.1;;;
46;20/12/2021;18:00;2.0;0.0;2.1;8.9;0.0;8.9;1.7;0.0;1.7;1.5;0.0;1.5;3.0;0.0;2.9;;;
46;20/12/2021;19:00;1.7;1.2;0.4;1.3;0.2;1.1;0.1;0.0;0.0;0.2;0.1;0.0;0.1;0.0;0.0;;;
46;20/12/2021;20:00;1.6;1.6;0.0;0.1;0.1;0.0;0.0;0.1;0.0;0.1;0.1;0.0;0.0;0.1;0.0;;;
46;20/12/2021;21:00;1.6;1.6;0.0;0.1;0.0;0.0;0.1;0.1;0.0;0.1;0.2;0.0;0.1;0.1;0.0;;;
46;20/12/2021;22:00;1.6;1.6;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.2;0.1;0.0;0.1;0.0;0.0;;;
46;20/12/2021;23:00;1.3;0.3;1.0;0.1;0.1;0.1;0.1;0.0;0.1;0.1;0.0;0.1;0.1;0.1;0.1;;;
46;20/12/2021;00:00;1.2;0.0;1.2;0.0;0.0;0.1;0.1;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.1;;;
46;20/12/2021;Daily Total;38.7;6.3;32.3;130.5;0.5;130.2;49.6;0.3;49.2;54.1;0.5;53.5;71.1;0.3;70.8;;;
46;20/12/2021;Daily Maximum;2.0;1.6;2.1;16.2;0.2;16.5;8.0;0.1;8.0;8.1;0.2;8.1;7.5;0.1;7.5;;;
46;20/12/2021;Daily Minimum;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;;
46;20/12/2021;Daily Average;1.6;0.3;1.3;5.4;0.0;5.4;2.1;0.0;2.1;2.3;0.0;2.2;3.0;0.0;3.0;;;
46;20/12/2021;Monthly Total;701.0;124.5;576.4;1894.8;127.4;1767.5;601.2;14.5;586.6;501.0;15.6;485.3;985.5;6.9;978.7;;;
46;20/12/2021;Monthly Maximum;39.0;6.5;32.6;197.4;26.8;170.8;71.5;1.7;70.4;57.2;1.4;55.9;93.3;0.5;93.0;;;
46;20/12/2021;Monthly Minimum;30.7;5.8;24.5;1.9;0.3;1.6;2.1;0.3;1.7;3.0;0.4;2.4;1.7;0.2;1.4;;;
46;20/12/2021;Monthly Average;35.1;6.2;28.8;94.7;6.4;88.4;30.1;0.7;29.3;25.1;0.8;24.3;49.3;0.3;48.9;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 20 Zone FGHIJ;;;;;;;Printed Date 2021/12/21(Tue);;;47
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 20 Zone F;kWh WBP 20 Zone F;kWh LWBP 20 Zone F;kWh total 20 Zone G;kWh WBP 20 Zone G;kWh LWBP 20 Zone G;kWh total 20 Zone H;kWh WBP 20 Zone H;kWh LWBP 20 Zone H;kWh total 20 Zone I;kWh WBP 20 Zone I;kWh LWBP 20 Zone I;kWh total 20 Zone J;kWh WBP 20 Zone J;kWh LWBP 20 Zone J;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;
47;20/12/2021;01:00;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;
47;20/12/2021;02:00;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.1;1.0;0.0;1.0;;;
47;20/12/2021;03:00;0.0;0.0;0.0;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;
47;20/12/2021;04:00;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.0;1.0;0.0;1.0;;;
47;20/12/2021;05:00;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;1.0;0.0;1.0;;;
47;20/12/2021;06:00;0.0;0.0;0.0;0.2;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;1.0;0.0;1.0;;;
47;20/12/2021;07:00;0.0;0.0;0.0;0.1;0.0;0.2;0.0;0.0;0.0;4.7;0.0;4.8;1.4;0.0;1.4;;;
47;20/12/2021;08:00;0.0;0.0;0.0;2.7;0.0;2.7;0.0;0.0;0.0;10.8;0.0;10.8;1.2;0.0;1.2;;;
47;20/12/2021;09:00;0.0;0.0;0.0;6.9;0.0;6.8;0.0;0.0;0.0;10.9;0.0;10.7;1.2;0.0;1.2;;;
47;20/12/2021;10:00;0.0;0.0;0.0;7.1;0.0;7.1;0.0;0.0;0.0;10.5;0.0;10.5;1.3;0.0;1.3;;;
47;20/12/2021;11:00;0.0;0.0;0.0;5.9;0.0;5.9;0.0;0.0;0.0;4.2;0.0;4.4;1.4;0.0;1.4;;;
47;20/12/2021;12:00;0.0;0.0;0.0;5.0;0.0;5.1;0.0;0.0;0.0;4.2;0.0;4.3;1.3;0.0;1.3;;;
47;20/12/2021;13:00;0.0;0.0;0.0;6.6;0.0;6.7;0.0;0.0;0.0;5.1;0.0;5.0;1.3;0.0;1.3;;;
47;20/12/2021;14:00;0.0;0.0;0.0;4.5;0.0;4.4;0.0;0.0;0.0;4.2;0.0;4.2;1.5;0.0;1.5;;;
47;20/12/2021;15:00;0.0;0.0;0.0;5.1;0.0;5.1;0.0;0.0;0.0;4.4;0.0;4.4;1.5;0.0;1.5;;;
47;20/12/2021;16:00;0.0;0.0;0.0;4.7;0.0;4.8;0.0;0.0;0.0;4.9;0.0;4.9;1.6;0.0;1.6;;;
47;20/12/2021;17:00;0.0;0.0;0.0;3.6;0.0;3.5;0.0;0.0;0.0;4.2;0.0;4.2;1.5;0.0;1.4;;;
47;20/12/2021;18:00;0.0;0.0;0.0;1.6;0.0;1.6;0.0;0.0;0.0;3.9;0.0;3.8;1.0;0.0;1.1;;;
47;20/12/2021;19:00;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;1.4;0.1;1.4;0.8;0.7;0.2;;;
47;20/12/2021;20:00;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.1;0.1;0.0;1.0;0.9;0.0;;;
47;20/12/2021;21:00;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.9;0.9;0.0;;;
47;20/12/2021;22:00;0.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.9;1.0;0.0;;;
47;20/12/2021;23:00;0.0;0.0;0.0;0.2;0.1;0.1;0.0;0.0;0.0;0.1;0.0;0.1;0.9;0.1;0.7;;;
47;20/12/2021;00:00;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.1;0.8;0.0;0.9;;;
47;20/12/2021;Daily Total;0.0;0.0;0.0;55.8;0.7;55.0;0.0;0.0;0.0;74.1;0.3;73.8;27.5;3.6;24.0;;;
47;20/12/2021;Daily Maximum;0.0;0.0;0.0;7.1;0.2;7.1;0.0;0.0;0.0;10.9;0.1;10.8;1.6;1.0;1.6;;;
47;20/12/2021;Daily Minimum;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;;;
47;20/12/2021;Daily Average;0.0;0.0;0.0;2.3;0.0;2.3;0.0;0.0;0.0;3.1;0.0;3.1;1.1;0.2;1.0;;;
47;20/12/2021;Monthly Total;0.0;0.0;0.0;720.5;14.6;705.9;0.0;0.0;0.0;1028.1;99.8;928.4;557.3;77.2;480.2;;;
47;20/12/2021;Monthly Maximum;0.0;0.0;0.0;72.3;1.2;71.5;0.0;0.0;0.0;117.1;29.8;96.9;36.1;4.4;32.7;;;
47;20/12/2021;Monthly Minimum;0.0;0.0;0.0;3.7;0.6;3.0;0.0;0.0;0.0;1.3;0.2;1.2;21.4;3.4;17.7;;;
47;20/12/2021;Monthly Average;0.0;0.0;0.0;36.0;0.7;35.3;0.0;0.0;0.0;51.4;5.0;46.4;27.9;3.9;24.0;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 20 Zone K;;;;;;;Printed Date 2021/12/21(Tue);;;48
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 20 Zone K;kWh WBP 20 Zone K;kWh LWBP 20 Zone K;;;;;;;;;;;;;;;
Page No.;Date;Time;kWh;kWh;kWh;;;;;;;;;;;;;;;
48;20/12/2021;01:00;0.2;0.0;0.2;;;;;;;;;;;;;;;
48;20/12/2021;02:00;0.2;0.0;0.3;;;;;;;;;;;;;;;
48;20/12/2021;03:00;0.3;0.0;0.2;;;;;;;;;;;;;;;
48;20/12/2021;04:00;0.2;0.0;0.3;;;;;;;;;;;;;;;
48;20/12/2021;05:00;0.3;0.0;0.2;;;;;;;;;;;;;;;
48;20/12/2021;06:00;0.2;0.0;0.3;;;;;;;;;;;;;;;
48;20/12/2021;07:00;0.3;0.0;0.2;;;;;;;;;;;;;;;
48;20/12/2021;08:00;0.8;0.0;0.8;;;;;;;;;;;;;;;
48;20/12/2021;09:00;0.9;0.0;0.9;;;;;;;;;;;;;;;
48;20/12/2021;10:00;0.8;0.0;0.9;;;;;;;;;;;;;;;
48;20/12/2021;11:00;0.9;0.0;0.9;;;;;;;;;;;;;;;
48;20/12/2021;12:00;0.8;0.0;0.8;;;;;;;;;;;;;;;
48;20/12/2021;13:00;0.9;0.0;0.8;;;;;;;;;;;;;;;
48;20/12/2021;14:00;0.8;0.0;0.9;;;;;;;;;;;;;;;
48;20/12/2021;15:00;0.9;0.0;0.8;;;;;;;;;;;;;;;
48;20/12/2021;16:00;0.8;0.0;0.8;;;;;;;;;;;;;;;
48;20/12/2021;17:00;0.8;0.0;0.9;;;;;;;;;;;;;;;
48;20/12/2021;18:00;0.6;0.0;0.5;;;;;;;;;;;;;;;
48;20/12/2021;19:00;0.2;0.2;0.0;;;;;;;;;;;;;;;
48;20/12/2021;20:00;0.3;0.3;0.0;;;;;;;;;;;;;;;
48;20/12/2021;21:00;0.3;0.3;0.0;;;;;;;;;;;;;;;
48;20/12/2021;22:00;0.3;0.3;0.0;;;;;;;;;;;;;;;
48;20/12/2021;23:00;0.3;0.0;0.3;;;;;;;;;;;;;;;
48;20/12/2021;00:00;0.3;0.0;0.3;;;;;;;;;;;;;;;
48;20/12/2021;Daily Total;12.4;1.1;11.3;;;;;;;;;;;;;;;
48;20/12/2021;Daily Maximum;0.9;0.3;0.9;;;;;;;;;;;;;;;
48;20/12/2021;Daily Minimum;0.2;0.0;0.0;;;;;;;;;;;;;;;
48;20/12/2021;Daily Average;0.5;0.0;0.5;;;;;;;;;;;;;;;
48;20/12/2021;Monthly Total;218.0;25.9;192.1;;;;;;;;;;;;;;;
48;20/12/2021;Monthly Maximum;15.9;2.8;14.5;;;;;;;;;;;;;;;
48;20/12/2021;Monthly Minimum;5.8;0.9;4.8;;;;;;;;;;;;;;;
48;20/12/2021;Monthly Average;10.9;1.3;9.6;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 19 Zone ABCDE;;;;;;;Printed Date 2021/12/21(Tue);;;49
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
