;;;;;;;;;;Daily report lt 55 zone ABCD;;;;;;;Printed Date 2021/12/21(Tue);;;1
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 55 Zone A;kWh WBP 55 Zone A;kWh LWBP 55 Zone A;kWh total 55 Zone B;kWh WBP 55 Zone B;kWh LWBP 55 Zone B;kWh total 55 Zone C;kWh WBP 55 Zone C;kWh LWBP 55 Zone C;kWh total 55 Zone D;kWh WBP 55 Zone D;kWh LWBP 55 Zone D;kW Total 55 Zone A;;;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kW;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 35 Zone A;kWh WBP 35 Zone A;kWh LWBP 35 Zone A;kWh total 35 Zone B;kWh WBP 35 Zone B;kWh LWBP 35 Zone B;kWh total 35 Zone C;kWh WBP 35 Zone C;kWh LWBP 35 Zone C;kWh total 35 Zone D;kWh WBP 35 Zone D;kWh LWBP 35 Zone D;kWh total 35 Zone E;kWh WBP 35 Zone E;kWh LWBP 35 Zone E;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;
18;20/12/2021;01:00;43049.9;6574.0;31039.8;62850.6;6683.1;46909.4;34414.7;4594.5;24321.5;78126.2;9333.3;57748.9;74055.6;8610.7;60728.6;;;
18;20/12/2021;02:00;43050.9;6574.0;31040.8;62850.6;6683.1;46909.5;34414.8;4594.5;24321.6;78126.3;9333.3;57749.0;74055.8;8610.7;60728.8;;;
18;20/12/2021;03:00;43051.9;6574.0;31041.8;62850.7;6683.1;46909.5;34414.8;4594.5;24321.6;78126.4;9333.3;57749.2;74056.0;8610.7;60728.9;;;
18;20/12/2021;04:00;43052.9;6574.0;31042.8;62850.8;6683.1;46909.6;34414.8;4594.5;24321.6;78126.5;9333.3;57749.3;74056.2;8610.7;60729.1;;;
18;20/12/2021;05:00;43054.0;6574.0;31043.9;62850.9;6683.1;46909.7;34414.9;4594.5;24321.7;78126.6;9333.3;57749.4;74056.4;8610.7;60729.3;;;
18;20/12/2021;06:00;43055.3;6574.0;31045.2;62850.9;6683.1;46909.8;34414.9;4594.5;24321.7;78126.7;9333.3;57749.5;74056.6;8610.7;60729.5;;;
18;20/12/2021;07:00;43056.7;6574.9;31045.7;62865.6;6683.1;46924.5;34419.9;4594.5;24326.7;78141.2;9333.3;57763.8;74073.5;8610.7;60746.4;;;
18;20/12/2021;08:00;43058.0;6576.2;31045.7;62883.5;6683.1;46942.4;34424.2;4594.5;24331.0;78150.3;9333.3;57773.1;74085.4;8610.7;60758.4;;;
18;20/12/2021;09:00;43059.3;6577.6;31045.7;62902.2;6683.1;46961.1;34428.5;4594.5;24335.3;78160.3;9333.3;57783.1;74097.7;8610.7;60770.8;;;
18;20/12/2021;10:00;43060.7;6578.9;31045.7;62921.6;6683.1;46980.5;34433.1;4594.5;24339.9;78170.9;9333.3;57793.8;74108.8;8610.7;60781.7;;;
18;20/12/2021;11:00;43062.3;6579.3;31046.9;62941.8;6683.1;47000.4;34437.5;4594.5;24344.3;78183.3;9333.3;57806.1;74118.7;8610.7;60791.7;;;
18;20/12/2021;12:00;43063.7;6579.3;31048.3;62961.8;6683.1;47020.4;34442.0;4594.5;24348.8;78197.1;9333.3;57819.7;74128.4;8610.7;60801.2;;;
18;20/12/2021;13:00;43065.0;6579.3;31049.7;62980.0;6683.1;47038.9;34446.3;4594.5;24353.1;78207.6;9333.3;57830.2;74136.2;8610.7;60809.0;;;
18;20/12/2021;14:00;43066.4;6579.3;31051.0;62996.3;6683.1;47055.3;34450.3;4594.5;24357.1;78216.8;9333.3;57839.6;74144.0;8610.7;60817.0;;;
18;20/12/2021;15:00;43068.1;6579.3;31052.7;63011.7;6683.1;47070.6;34454.4;4594.5;24361.3;78226.7;9333.3;57849.5;74151.8;8610.7;60824.8;;;
18;20/12/2021;16:00;43069.5;6579.3;31054.1;63028.7;6683.1;47087.6;34458.7;4594.5;24365.5;78237.4;9333.3;57860.2;74159.9;8610.7;60832.9;;;
18;20/12/2021;17:00;43071.3;6579.3;31055.9;63046.7;6683.1;47105.3;34463.0;4594.5;24369.7;78246.5;9333.3;57869.3;74166.9;8610.7;60839.9;;;
18;20/12/2021;18:00;43072.9;6579.3;31057.5;63064.9;6683.1;47123.5;34466.7;4594.5;24373.4;78254.8;9333.3;57877.4;74174.0;8610.7;60846.8;;;
18;20/12/2021;19:00;43074.6;6579.3;31059.2;63069.3;6683.9;47127.3;34468.2;4595.2;24374.4;78258.2;9334.9;57879.4;74176.4;8611.8;60848.1;;;
18;20/12/2021;20:00;43076.2;6579.3;31060.8;63070.5;6685.1;47127.3;34469.3;4596.3;24374.4;78260.6;9337.3;57879.4;74178.0;8613.5;60848.1;;;
18;20/12/2021;21:00;43077.7;6579.3;31062.3;63071.6;6686.2;47127.3;34470.2;4597.2;24374.4;78262.9;9339.7;57879.4;74179.1;8614.6;60848.1;;;
18;20/12/2021;22:00;43079.2;6579.3;31063.9;63072.5;6687.1;47127.3;34470.8;4597.8;24374.4;78265.3;9342.0;57879.4;74180.3;8615.8;60848.1;;;
18;20/12/2021;23:00;43080.7;6579.3;31065.3;63073.4;6687.4;47127.9;34471.4;4598.0;24374.8;78267.7;9342.9;57880.9;74181.4;8616.1;60848.9;;;
18;20/12/2021;00:00;43082.0;6579.3;31066.7;63073.6;6687.4;47128.1;34471.6;4598.0;24374.9;78268.3;9342.9;57881.5;74181.9;8616.1;60849.4;;;
18;20/12/2021;Daily Total;33.3;5.3;28.1;223.1;4.3;218.8;56.9;3.5;53.4;142.2;9.6;132.7;126.5;5.4;121.0;;;
18;20/12/2021;Daily Maximum;1.8;1.4;1.8;20.2;1.2;20.0;5.0;1.1;5.0;14.5;2.4;14.3;16.9;1.7;16.9;;;
18;20/12/2021;Daily Minimum;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.2;0.0;0.0;;;
18;20/12/2021;Daily Average;1.4;0.2;1.2;9.3;0.2;9.1;2.4;0.1;2.2;5.9;0.4;5.5;5.3;0.2;5.0;;;
18;20/12/2021;Monthly Total;651.2;105.1;546.1;1754.3;67.7;1686.6;765.8;58.3;707.4;2213.8;140.4;2073.4;2009.5;85.0;1924.6;;;
18;20/12/2021;Monthly Maximum;36.1;6.3;30.2;223.1;5.8;218.8;80.1;6.3;76.2;250.5;20.0;242.0;199.4;8.4;194.4;;;
18;20/12/2021;Monthly Minimum;26.0;3.6;22.3;1.7;0.3;1.4;1.0;0.1;0.8;2.6;0.4;2.2;3.3;0.5;2.7;;;
18;20/12/2021;Monthly Average;32.6;5.3;27.3;87.7;3.4;84.3;38.3;2.9;35.4;110.7;7.0;103.7;100.5;4.3;96.2;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 35 Zone FGHI;;;;;;;Printed Date 2021/12/21(Tue);;;19
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 35 Zone F;kWh WBP 35 Zone F;kWh LWBP 35 Zone F;kWh total 35 Zone G;kWh WBP 35 Zone G;kWh LWBP 35 Zone G;kWh total 35 Zone H;kWh WBP 35 Zone H;kWh LWBP 35 Zone H;kWh total 50 Zone I;kWh WBP 35 Zone I;kWh LWBP 35 Zone I;;;;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;;;;
19;20/12/2021;01:00;0.3;0.0;0.3;0.0;0.0;0.0;1.1;0.0;1.1;2.5;0.0;0.5;;;;;;
19;20/12/2021;02:00;0.2;0.0;0.2;0.0;0.0;0.0;1.0;0.0;1.1;2.3;0.0;0.3;;;;;;
19;20/12/2021;03:00;0.3;0.0;0.3;0.0;0.0;0.0;1.1;0.0;1.1;2.4;0.0;0.3;;;;;;
19;20/12/2021;04:00;0.2;0.0;0.2;0.0;0.0;0.0;1.1;0.0;1.1;2.5;0.0;0.5;;;;;;
19;20/12/2021;05:00;0.3;0.0;0.3;0.0;0.0;0.0;1.1;0.0;1.1;2.3;0.0;0.3;;;;;;
19;20/12/2021;06:00;0.3;0.0;0.2;0.0;0.0;0.0;1.1;0.0;1.1;2.5;0.0;0.4;;;;;;
19;20/12/2021;07:00;9.3;0.0;9.2;0.2;0.0;0.2;2.9;2.1;0.8;2.3;0.6;0.1;;;;;;
19;20/12/2021;08:00;7.4;0.0;7.6;0.0;0.0;0.0;3.1;3.1;0.0;3.0;0.5;0.0;;;;;;
19;20/12/2021;09:00;6.1;0.0;6.2;0.0;0.0;0.0;3.0;3.1;0.0;3.4;0.8;0.0;;;;;;
19;20/12/2021;10:00;7.4;0.0;7.3;0.0;0.0;0.0;2.9;2.9;0.0;3.4;0.9;0.0;;;;;;
19;20/12/2021;11:00;9.6;0.0;9.7;0.0;0.0;0.0;3.1;0.9;2.1;3.5;0.3;0.7;;;;;;
19;20/12/2021;12:00;6.8;0.0;6.7;0.0;0.0;0.0;3.1;0.0;3.1;3.1;0.0;1.2;;;;;;
19;20/12/2021;13:00;5.4;0.0;5.3;0.0;0.0;0.0;3.1;0.0;3.0;3.3;0.0;0.9;;;;;;
19;20/12/2021;14:00;4.4;0.0;4.6;0.0;0.0;0.0;3.0;0.0;3.1;3.0;0.0;1.0;;;;;;
19;20/12/2021;15:00;4.3;0.0;4.2;0.0;0.0;0.0;3.1;0.0;3.1;3.1;0.0;1.2;;;;;;
19;20/12/2021;16:00;5.3;0.0;5.4;0.0;0.0;0.0;3.0;0.0;3.0;3.0;0.0;1.0;;;;;;
19;20/12/2021;17:00;5.3;0.0;5.2;0.0;0.0;0.0;2.9;0.0;2.9;2.3;0.0;0.6;;;;;;
19;20/12/2021;18:00;5.2;0.0;5.1;0.0;0.0;0.0;3.1;0.0;3.0;2.2;0.0;0.3;;;;;;
19;20/12/2021;19:00;1.3;0.4;0.9;0.0;0.0;0.0;1.9;0.0;1.9;2.3;0.0;0.3;;;;;;
19;20/12/2021;20:00;0.7;0.7;0.0;0.1;0.1;0.0;1.6;0.0;1.7;2.4;0.0;0.2;;;;;;
19;20/12/2021;21:00;0.6;0.6;0.0;0.8;0.7;0.0;1.3;0.0;1.3;2.4;0.0;0.1;;;;;;
19;20/12/2021;22:00;0.7;0.7;0.0;1.0;1.1;0.0;1.2;0.0;1.2;2.3;0.0;0.0;;;;;;
19;20/12/2021;23:00;0.6;0.1;0.5;1.2;0.2;1.0;1.3;0.0;1.3;2.2;0.0;0.1;;;;;;
19;20/12/2021;00:00;0.2;0.0;0.2;1.2;0.0;1.1;1.1;0.0;1.1;2.2;0.0;0.0;;;;;;
19;20/12/2021;Daily Total;82.2;2.5;79.6;4.5;2.1;2.3;51.2;12.1;39.2;63.9;3.1;10.0;;;;;;
19;20/12/2021;Daily Maximum;9.6;0.7;9.7;1.2;1.1;1.1;3.1;3.1;3.1;3.5;0.9;1.2;;;;;;
19;20/12/2021;Daily Minimum;0.2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.2;0.0;0.0;;;;;;
19;20/12/2021;Daily Average;3.4;0.1;3.3;0.2;0.1;0.1;2.1;0.5;1.6;2.7;0.1;0.4;;;;;;
19;20/12/2021;Monthly Total;860.9;39.6;821.2;40.2;4.0;36.0;910.5;198.3;712.2;1053.7;34.4;154.0;;;;;;
19;20/12/2021;Monthly Maximum;82.2;3.7;79.6;5.7;2.1;5.7;59.1;13.2;46.6;65.2;3.1;12.6;;;;;;
19;20/12/2021;Monthly Minimum;2.5;0.4;2.1;0.1;0.0;0.1;25.2;4.1;21.1;47.3;0.1;0.9;;;;;;
19;20/12/2021;Monthly Average;43.0;2.0;41.1;2.0;0.2;1.8;45.5;9.9;35.6;52.7;1.7;7.7;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 33 Zone ABCDE;;;;;;;Printed Date 2021/12/21(Tue);;;20
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 33 Zone A;kWh WBP 33 Zone A;kWh LWBP 33 Zone A;kWh total 33 Zone B;kWh WBP 33 Zone B;kWh LWBP 33 Zone B;kWh total 33 Zone C;kWh WBP 33 Zone C;kWh LWBP 33 Zone C;kWh total 33 Zone D;kWh WBP 33 Zone D;kWh LWBP 33 Zone D;kWh total 33 Zone E;kWh WBP 33 Zone E;kWh LWBP 33 Zone E;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;
20;20/12/2021;01:00;1.0;0.0;1.0;0.1;0.0;0.2;0.1;0.0;0.2;0.2;0.0;0.3;0.3;0.0;0.3;;;
20;20/12/2021;02:00;0.9;0.0;0.9;0.1;0.0;0.1;0.2;0.0;0.1;0.3;0.0;0.2;0.3;0.0;0.3;;;
20;20/12/2021;03:00;0.9;0.0;0.9;0.2;0.0;0.1;0.1;0.0;0.1;0.2;0.0;0.2;0.3;0.0;0.3;;;
20;20/12/2021;04:00;0.8;0.0;0.9;0.1;0.0;0.1;0.1;0.0;0.2;0.2;0.0;0.3;0.3;0.0;0.2;;;
20;20/12/2021;05:00;1.0;0.0;0.9;0.1;0.0;0.2;0.2;0.0;0.1;2.1;0.0;2.1;0.3;0.0;0.3;;;
20;20/12/2021;06:00;1.1;0.0;1.1;0.2;0.0;0.1;0.1;0.0;0.2;5.1;0.0;5.0;0.3;0.0;0.3;;;
20;20/12/2021;07:00;1.1;0.0;1.1;0.1;0.0;0.1;0.2;0.0;0.1;4.8;0.0;4.8;0.3;0.0;0.3;;;
20;20/12/2021;08:00;1.2;0.0;1.2;3.4;0.0;3.5;2.6;0.0;2.6;4.6;0.0;4.7;2.7;0.0;2.8;;;
20;20/12/2021;09:00;1.3;0.0;1.3;8.1;0.0;8.1;7.7;0.0;7.8;4.7;0.0;4.6;7.6;0.0;7.6;;;
20;20/12/2021;10:00;1.2;0.0;1.3;6.9;0.0;6.9;8.7;0.0;8.7;4.9;0.0;4.9;5.7;0.0;5.7;;;
20;20/12/2021;11:00;1.3;0.0;1.2;7.8;0.0;7.6;7.6;0.0;7.6;5.5;0.0;5.6;7.3;0.0;7.3;;;
20;20/12/2021;12:00;1.3;0.0;1.3;8.5;0.0;8.5;7.8;0.0;7.7;6.7;0.0;6.6;7.4;0.0;7.2;;;
20;20/12/2021;13:00;1.2;0.0;1.3;10.4;0.0;10.6;7.5;0.0;7.6;6.7;0.0;6.7;6.3;0.0;6.4;;;
20;20/12/2021;14:00;1.4;0.0;1.4;5.6;0.0;5.6;7.0;0.0;7.0;4.1;0.0;4.1;8.9;0.0;9.0;;;
20;20/12/2021;15:00;1.4;0.0;1.3;6.6;0.0;6.6;7.4;0.0;7.4;4.3;0.0;4.4;17.6;0.0;17.6;;;
20;20/12/2021;16:00;1.2;0.0;1.2;6.9;0.0;6.8;7.5;0.0;7.5;4.7;0.0;4.7;16.7;0.0;16.8;;;
20;20/12/2021;17:00;1.5;0.0;1.5;4.2;0.0;4.1;7.4;0.0;7.3;4.4;0.0;4.4;15.6;0.0;15.6;;;
20;20/12/2021;18:00;1.5;0.0;1.5;4.1;0.0;4.2;6.4;0.0;6.4;0.8;0.0;0.8;15.5;0.0;15.2;;;
20;20/12/2021;19:00;1.2;0.9;0.4;1.6;0.7;0.9;2.3;0.9;1.5;0.3;0.2;0.0;3.8;1.0;2.9;;;
20;20/12/2021;20:00;1.3;1.3;0.0;1.1;1.1;0.0;0.9;0.9;0.0;0.2;0.3;0.0;1.3;1.3;0.0;;;
20;20/12/2021;21:00;1.3;1.3;0.0;0.9;0.9;0.0;1.0;1.0;0.0;0.3;0.2;0.0;1.1;1.1;0.0;;;
20;20/12/2021;22:00;1.2;1.2;0.0;0.8;0.8;0.0;3.6;3.6;0.0;0.2;0.2;0.0;1.1;1.1;0.0;;;
20;20/12/2021;23:00;1.2;0.3;0.8;0.7;0.2;0.5;4.7;1.6;3.0;0.3;0.1;0.2;1.1;0.3;0.8;;;
20;20/12/2021;00:00;1.1;0.0;1.2;0.3;0.0;0.3;1.0;0.0;1.1;0.2;0.0;0.3;0.5;0.0;0.5;;;
20;20/12/2021;Daily Total;28.6;5.0;23.7;78.8;3.7;75.1;92.1;8.0;84.2;65.8;1.0;64.9;122.3;4.8;117.4;;;
20;20/12/2021;Daily Maximum;1.5;1.3;1.5;10.4;1.1;10.6;8.7;3.6;8.7;6.7;0.3;6.7;17.6;1.3;17.6;;;
20;20/12/2021;Daily Minimum;0.8;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.2;0.0;0.0;0.3;0.0;0.0;;;
20;20/12/2021;Daily Average;1.2;0.2;1.0;3.3;0.2;3.1;3.8;0.3;3.5;2.7;0.0;2.7;5.1;0.2;4.9;;;
20;20/12/2021;Monthly Total;525.6;99.1;426.6;989.9;41.3;948.6;1257.6;50.7;1206.9;566.4;28.5;537.8;1686.9;101.6;1585.3;;;
20;20/12/2021;Monthly Maximum;29.1;5.2;24.0;96.7;5.2;93.1;116.7;8.0;113.7;78.4;4.7;77.5;206.1;15.8;203.7;;;
20;20/12/2021;Monthly Minimum;22.0;4.7;17.2;1.9;0.3;1.6;2.9;0.4;2.3;5.8;0.9;4.8;4.5;0.7;3.7;;;
20;20/12/2021;Monthly Average;26.3;5.0;21.3;49.5;2.1;47.4;62.9;2.5;60.3;28.3;1.4;26.9;84.3;5.1;79.3;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 33 Zone FGHI;;;;;;;Printed Date 2021/12/21(Tue);;;21
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 33 Zone F;kWh WBP 33 Zone F;kWh LWBP 33 Zone F;kWh total 33 Zone G;kWh WBP 33 Zone G;kWh LWBP 33 Zone G;kWh total 33 Zone H;kWh WBP 33 Zone H;kWh LWBP 33 Zone H;kWh total 33 Zone I;kWh WBP 33 Zone I;kWh LWBP 33 Zone I;;;;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;;;;
21;20/12/2021;01:00;0.1;0.0;0.1;0.4;0.0;0.4;0.8;0.0;0.7;0.6;0.0;0.6;;;;;;
21;20/12/2021;02:00;0.1;0.0;0.1;0.3;0.0;0.3;0.7;0.0;0.8;0.6;0.0;0.6;;;;;;
21;20/12/2021;03:00;0.1;0.0;0.1;0.4;0.0;0.4;0.8;0.0;0.7;0.6;0.0;0.6;;;;;;
21;20/12/2021;04:00;0.1;0.0;0.1;0.3;0.0;0.3;0.7;0.0;0.8;0.6;0.0;0.6;;;;;;
21;20/12/2021;05:00;1.5;0.0;1.6;4.2;0.0;4.2;0.9;0.0;0.9;0.6;0.0;0.6;;;;;;
21;20/12/2021;06:00;3.0;0.0;3.0;16.1;0.0;16.2;1.1;0.0;1.1;0.7;0.0;0.7;;;;;;
21;20/12/2021;07:00;2.8;0.0;2.7;20.1;0.0;19.8;1.1;0.0;1.1;0.6;0.0;0.6;;;;;;
21;20/12/2021;08:00;2.6;0.0;2.7;15.2;0.0;15.4;1.1;0.0;1.0;0.5;0.0;0.6;;;;;;
21;20/12/2021;09:00;2.7;0.0;2.7;12.3;0.0;12.4;1.0;0.0;1.1;0.7;0.0;0.6;;;;;;
21;20/12/2021;10:00;2.7;0.0;2.7;15.9;0.0;15.9;1.1;0.0;1.1;0.6;0.0;0.6;;;;;;
21;20/12/2021;11:00;2.9;0.0;2.9;18.2;0.0;18.2;1.1;0.0;1.1;0.6;0.0;0.7;;;;;;
21;20/12/2021;12:00;3.0;0.0;2.9;16.3;0.0;16.0;1.1;0.0;1.1;0.6;0.0;0.6;;;;;;
21;20/12/2021;13:00;2.6;0.0;2.6;14.5;0.0;14.6;1.1;0.0;1.0;0.6;0.0;0.5;;;;;;
21;20/12/2021;14:00;2.6;0.0;2.6;13.7;0.0;13.8;1.0;0.0;1.1;0.6;0.0;0.6;;;;;;
21;20/12/2021;15:00;2.5;0.0;2.6;13.1;0.0;13.2;1.1;0.0;1.1;0.6;0.0;0.6;;;;;;
21;20/12/2021;16:00;4.6;0.0;4.6;4.4;0.0;4.3;1.0;0.0;1.0;0.6;0.0;0.6;;;;;;
21;20/12/2021;17:00;4.6;0.0;4.5;3.7;0.0;3.7;1.0;0.0;1.0;0.5;0.0;0.6;;;;;;
21;20/12/2021;18:00;2.1;0.0;2.1;1.0;0.0;1.0;0.8;0.0;0.8;0.6;0.0;0.5;;;;;;
21;20/12/2021;19:00;0.4;0.0;0.4;0.4;0.2;0.1;0.8;0.5;0.2;0.6;0.4;0.2;;;;;;
21;20/12/2021;20:00;0.3;0.4;0.0;3.0;3.1;0.0;0.7;0.8;0.0;0.6;0.7;0.0;;;;;;
21;20/12/2021;21:00;0.4;0.4;0.0;4.1;4.1;0.0;0.8;0.8;0.0;0.6;0.5;0.0;;;;;;
21;20/12/2021;22:00;0.3;0.3;0.0;2.7;2.7;0.0;0.8;0.8;0.0;0.6;0.6;0.0;;;;;;
21;20/12/2021;23:00;0.1;0.0;0.1;0.4;0.0;0.3;0.7;0.1;0.5;0.6;0.2;0.4;;;;;;
21;20/12/2021;00:00;0.1;0.0;0.1;0.3;0.0;0.3;0.8;0.0;0.8;0.6;0.0;0.6;;;;;;
21;20/12/2021;Daily Total;42.2;1.1;41.2;181.0;10.1;170.8;22.1;3.0;19.0;14.4;2.4;12.0;;;;;;
21;20/12/2021;Daily Maximum;4.6;0.4;4.6;20.1;4.1;19.8;1.1;0.8;1.1;0.7;0.7;0.7;;;;;;
21;20/12/2021;Daily Minimum;0.1;0.0;0.0;0.3;0.0;0.0;0.7;0.0;0.0;0.5;0.0;0.0;;;;;;
21;20/12/2021;Daily Average;1.8;0.0;1.7;7.5;0.4;7.1;0.9;0.1;0.8;0.6;0.1;0.5;;;;;;
21;20/12/2021;Monthly Total;298.7;17.2;281.6;1303.2;67.3;1235.8;295.6;46.3;249.2;285.6;47.4;238.2;;;;;;
21;20/12/2021;Monthly Maximum;42.2;2.9;41.2;221.9;10.1;217.2;22.1;3.1;19.0;14.5;2.4;12.2;;;;;;
21;20/12/2021;Monthly Minimum;2.2;0.3;1.9;8.5;1.4;7.1;10.2;1.7;8.3;14.1;2.3;11.7;;;;;;
21;20/12/2021;Monthly Average;14.9;0.9;14.1;65.2;3.4;61.8;14.8;2.3;12.5;14.3;2.4;11.9;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Daily report lt 32 Zone ABCDE;;;;;;;Printed Date 2021/12/21(Tue);;;22
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;2021/12/20(Mon);;;;;;;;;;;;;;;;;
;;;kWh total 32 Zone A;kWh WBP 32 Zone A;kWh LWBP 32 Zone A;kWh total 32 Zone B;kWh WBP 32 Zone B;kWh LWBP 32 Zone B;kWh total 32 Zone C;kWh WBP 32 Zone C;kWh LWBP 32 Zone C;kWh total 32 Zone D;kWh WBP 32 Zone D;kWh LWBP 32 Zone D;kWh total 32 Zone E;kWh WBP 32 Zone E;kWh LWBP 32 Zone E;;;
Page No.;Date;Time;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;;;
22;20/12/2021;01:00;1.1;0.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.2;0.3;0.0;0.3;;;
22;20/12/2021;02:00;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.3;0.3;0.0;0.3;;;
22;20/12/2021;03:00;0.9;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.3;0.3;0.0;0.4;;;
22;20/12/2021;04:00;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.2;0.3;0.0;0.3;;;
22;20/12/2021;05:00;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.3;0.3;0.0;0.3;;;
22;20/12/2021;06:00;1.4;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.2;0.4;0.0;0.3;;;
22;20/12/2021;07:00;1.2;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.7;0.3;0.0;0.3;;;
22;20/12/2021;08:00;1.3;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;15.2;0.0;15.3;0.3;0.0;0.4;;;
22;20/12/2021;09:00;1.2;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;12.4;0.0;12.4;1.4;0.0;1.4;;;
22;20/12/2021;10:00;1.5;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;15.0;13.8;0.0;13.9;;;
22;20/12/2021;11:00;1.3;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;13.1;0.0;13.1;11.9;0.0;11.8;;;
22;20/12/2021;12:00;1.3;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;13.4;0.0;13.1;12.0;0.0;11.8;;;
22;20/12/2021;13:00;1.5;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;12.9;0.0;13.1;8.4;0.0;8.4;;;
22;20/12/2021;14:00;1.3;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;9.5;0.0;9.6;5.0;0.0;5.2;;;
22;20/12/2021;15:00;1.3;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;11.8;0.0;11.8;6.8;0.0;6.7;;;
22;20/12/2021;16:00;1.3;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;12.3;0.0;12.3;7.0;0.0;7.1;;;
22;20/12/2021;17:00;1.7;0.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;10.7;0.0;10.6;6.3;0.0;6.3;;;
